path,target_layer,inbound_refs,outbound_refs,cross_layer_violations
"lib/gateway/openclaw-gateway.test.ts","tree",0,2,0
"lib/gateway/openclaw-gateway.ts","tree",2,4,2
"lib/gateway/pipeline-step-navigator.ts","tree",2,0,0
"lib/gateway/smart-resume-engine.test.ts","tree",0,2,0
"lib/gateway/smart-resume-engine.ts","tree",2,5,0
"lib/handover/auto-handover.ts","tree",4,10,1
"lib/handover/handover-account-setup.ts","tree",4,2,0
"lib/handover/handover-doc-generator.ts","tree",3,4,0
"lib/handover/handover-email-service.ts","tree",5,4,2
"lib/handover/handover-magic-link.ts","tree",8,3,0
"lib/handover/handover-tier-content.ts","tree",1,1,0
"lib/handover/handover-types.ts","tree",14,1,0
"lib/health/build-metadata.ts","seed",1,0,0
"lib/health/heygen-health-check.ts","seed",2,1,0
"lib/health/index.ts","seed",1,0,0
"lib/health/probe-d1.test.ts","seed",0,0,0
"lib/health/probe-d1.ts","seed",0,0,0
"lib/health/probe-kv.test.ts","seed",0,0,0
"lib/health/probe-kv.ts","seed",0,0,0
"lib/health/probe-r2.test.ts","seed",0,0,0
"lib/health/probe-r2.ts","seed",0,0,0
"lib/heygen/heygen-client.test.ts","forest",0,1,0
"lib/heygen/heygen-client.ts","forest",5,6,0
"lib/heygen/heygen-integration.test.ts","forest",0,1,0
"lib/heygen/webhook-registrar.ts","forest",3,1,0
"lib/i18n/localized-href.ts","seed",6,0,0
"lib/ingestion/base-adapter.test.ts","forest",0,3,0
"lib/ingestion/base-adapter.ts","forest",3,3,0
"lib/ingestion/runner.test.ts","forest",0,2,0
"lib/ingestion/runner.ts","forest",2,4,0
"lib/ingestion/types.ts","forest",6,0,0
"lib/inngest/client.ts","forest",26,1,0
"lib/intelligence/normalization.test.ts","forest",0,1,0
"lib/intelligence/normalization.ts","forest",3,0,0
"lib/intelligence/runner.test.ts","forest",0,3,0
"lib/intelligence/runner.ts","forest",2,4,0
"lib/intelligence/scoring.test.ts","forest",0,3,0
"lib/intelligence/scoring.ts","forest",3,2,0
"lib/intelligence/types.ts","forest",3,0,0
"lib/mcu/credits-repo.ts","forest",10,2,0
"lib/middleware/subscription-gate-middleware.ts","seed",0,3,0
"lib/missions/api-key-auth.ts","forest",4,3,0
"lib/missions/command-registry.ts","forest",3,0,0
"lib/missions/dispatcher.ts","forest",2,6,0
"lib/missions/fire-webhook.ts","forest",1,3,0
"lib/monitoring/reconcile-alert.ts","forest",1,2,0
"lib/monitoring/reconcile-query.ts","forest",3,0,0
"lib/monitoring/slack-alert.ts","forest",3,2,0
"lib/monitoring/synthetic-cleanup.ts","forest",1,3,0
"lib/observability/sentry-forwarder.ts","forest",2,0,0
"lib/observability/sentry-options.test.ts","forest",0,0,0
"lib/observability/sentry-options.ts","forest",0,0,0
"lib/openclaw/audit.ts","forest",5,1,0
"lib/openclaw/event-bus.ts","forest",2,1,0
"lib/openclaw/index.ts","forest",0,11,0
"lib/openclaw/llm-router.ts","forest",2,0,0
"lib/openclaw/mcp-gateway.ts","forest",2,1,0
"lib/openclaw/memory-adapter.ts","forest",1,1,0
"lib/openclaw/queue.ts","forest",1,2,0
"lib/openclaw/rate-limit.ts","forest",2,0,0
"lib/openclaw/schedule.ts","forest",2,2,0
"lib/openclaw/skill-loader.ts","forest",1,0,0
"lib/openclaw/spawn-agent-fleet.ts","forest",3,1,0
"lib/openclaw/with-tenant.ts","forest",2,1,0
"lib/orders/order-counts.ts","land",1,1,0
"lib/orders/order-query.ts","land",3,3,0
"lib/orders/order-types.ts","land",4,0,0
"lib/orders/pending-order-repo.ts","land",7,3,0
"lib/orders/pending-order-types.ts","land",4,0,0
"lib/outbox/email-outbox.ts","forest",4,4,0
"lib/overage/overage-formatter.ts","forest",1,1,1
"lib/payments/payos.ts","land",3,2,0
"lib/payouts/clawback-handler.ts","land",1,2,0
"lib/payouts/commission-cents.ts","land",6,0,0
"lib/payouts/commission-ledger-mutations.ts","land",0,1,0
"lib/payouts/commission-ledger.ts","land",4,2,0
"lib/payouts/nowpayments-mass-payout.ts","land",1,4,0
"lib/payouts/payout-batcher.ts","land",0,6,0
"lib/payouts/pending-promoter-cron.ts","land",0,2,0
"lib/payouts/reconciliation.ts","land",0,4,0
"lib/payouts/usdt-addr-validator.ts","land",2,0,0
"lib/promo/index.ts","land",0,0,0
"lib/promo/promo-applier.ts","land",1,6,0
"lib/promo/promo-repo.ts","land",10,3,0
"lib/promo/promo-types.ts","land",7,0,0
"lib/promo/promo-validator.ts","land",4,2,0
"lib/publishing/instagram-publisher.ts","forest",2,2,0
"lib/publishing/oauth-token-refresher.ts","forest",2,6,0
"lib/publishing/per-channel-quota.ts","forest",2,2,0
"lib/publishing/publisher-interface.ts","forest",10,0,0
"lib/publishing/scheduler.ts","forest",1,5,0
"lib/publishing/tiktok-publisher.ts","forest",3,3,0
"lib/publishing/token-crypto.ts","forest",5,0,0
"lib/publishing/youtube-publisher.ts","forest",2,2,0
"lib/quota/index.ts","forest",0,0,0
"lib/quota/overage-logger-buffer.ts","forest",1,4,0
"lib/quota/overage-logger-ops.ts","forest",0,5,0
"lib/quota/overage-logger-types.ts","forest",2,0,0
"lib/quota/overage-logger.ts","forest",2,0,0
"lib/quota/quota-api-helpers.ts","forest",1,1,0
"lib/quota/quota-checker-db.ts","forest",2,6,0
"lib/quota/quota-checker-kv-cache.ts","forest",1,3,0
"lib/quota/quota-checker-overage.ts","forest",1,8,0
"lib/quota/quota-checker-types.ts","forest",6,1,0
"lib/quota/quota-checker.ts","forest",9,5,0
"lib/quota/quota-enforcer-response.ts","forest",1,2,1
"lib/quota/quota-enforcer-status.ts","forest",0,4,0
"lib/quota/quota-enforcer-video.ts","forest",0,3,0
"lib/quota/quota-enforcer.ts","forest",2,7,1
"lib/quota/storage-tracker-cron.ts","forest",0,2,0
"lib/quota/video-quota.test.ts","forest",0,2,0
"lib/quota/video-quota.ts","forest",5,1,0
"lib/raas/audit-logging-service.ts","forest",1,6,0
"lib/raas/audit-query-service.ts","forest",0,4,0
"lib/raas/index.ts","forest",0,0,0
"lib/raas/raas-auth-gate.ts","forest",0,5,0
"lib/raas/raas-invoice-generator.ts","forest",0,5,0
"lib/raas/raas-license-crud.ts","forest",1,6,0
"lib/raas/raas-permission-checker.ts","forest",0,5,0
"lib/raas/raas-quota-response-builder.ts","forest",1,0,0
"lib/raas/raas-rate-limiter.ts","forest",1,12,0
"lib/raas/raas-validation.ts","forest",1,2,0
"lib/raas/tenant-context.ts","forest",2,0,0
"lib/refunds/refund-repo.ts","land",5,2,0
"lib/schemas/settings.test.ts","seed",0,1,0
"lib/schemas/settings.ts","seed",7,0,0
"lib/security/api-key-validator-crypto.ts","seed",2,2,1
"lib/security/api-key-validator-db.ts","seed",1,7,2
"lib/security/api-key-validator-types.ts","seed",2,0,0
"lib/security/api-key-validator.test.ts","seed",0,1,0
"lib/security/api-key-validator.ts","seed",8,3,0
"lib/security/content-security-policy-configuration.test.ts","seed",0,1,0
"lib/security/content-security-policy-configuration.ts","seed",2,0,0
"lib/security/cors-security-configuration.ts","seed",1,0,0
"lib/security/cron-auth.ts","seed",25,0,0
"lib/security/csrf.test.ts","seed",0,1,0
"lib/security/csrf.ts","seed",3,0,0
"lib/security/get-csp-nonce.ts","seed",2,0,0
"lib/security/input-sanitization-utilities.ts","seed",0,0,0
"lib/security/jwt-validator-jwks.ts","seed",1,1,0
"lib/security/jwt-validator-types.ts","seed",2,2,0
"lib/security/jwt-validator.test.ts","seed",0,1,0
"lib/security/jwt-validator.ts","seed",7,5,0
"lib/security/prompt-guard.test.ts","seed",0,1,0
"lib/security/prompt-guard.ts","seed",2,0,0
"lib/security/rate-limiter.ts","seed",10,4,0
"lib/security/rate-limiting-middleware.ts","seed",1,3,0
"lib/security/sql-rate-limiter.ts","seed",5,2,0
"lib/security/use-csrf-token.ts","seed",6,1,0
"lib/security/verify-internal-secret.ts","seed",6,0,0
"lib/security/webhook-signature-verification.ts","seed",0,1,0
"lib/security/webhook-validator.ts","seed",1,0,0
"lib/services/campaign-service.ts","AMBIGUOUS",0,2,0
"lib/services/errors.ts","AMBIGUOUS",3,0,0
"lib/services/factory.test.ts","AMBIGUOUS",0,0,0
"lib/services/factory.ts","AMBIGUOUS",7,14,0
"lib/services/notification-service.ts","AMBIGUOUS",0,4,0
"lib/services/template-service.ts","AMBIGUOUS",3,1,0
"lib/services/types.ts","seed",13,1,0
"lib/shared/index.ts","seed",0,0,0
"lib/signals/ab-experiment.ts","forest",3,3,0
"lib/signals/auth-helper.ts","forest",4,1,0
"lib/signals/d1-event-types.ts","forest",22,0,0
"lib/signals/event-types.ts","forest",2,0,0
"lib/signals/experiments-registry.ts","forest",0,0,0
"lib/signals/feature-flags.ts","forest",2,2,0
"lib/signals/posthog-capture.ts","forest",2,3,0
"lib/signals/signals.test.ts","forest",0,0,0
"lib/signals/track.test.ts","forest",0,2,0
"lib/signals/track.ts","forest",21,3,0
"lib/signals/workflow-events.test.ts","forest",0,1,0
"lib/sop/install-input-schema.test.ts","forest",0,1,0
"lib/sop/install-input-schema.ts","forest",6,0,0
"lib/sop/sop-repo-installations.ts","forest",4,2,0
"lib/sop/sop-repo-runs.ts","forest",1,1,0
"lib/sop/sop-repo-templates.ts","forest",1,1,0
"lib/sop/sop-repo.test.ts","forest",0,1,0
"lib/sop/sop-repo.ts","forest",17,0,0
"lib/sop/sop-types.ts","forest",29,0,0
"lib/sop/webhook-hmac.ts","forest",5,0,0
"lib/status/incident-state-machine.ts","land",2,0,0
"lib/status/status-store.ts","land",6,0,0
"lib/supabase/admin.ts","seed",1,1,0
"lib/supabase/client.ts","seed",2,1,0
"lib/supabase/server.ts","seed",0,0,0
"lib/supabase/sophia-index.test.ts","seed",0,2,0
"lib/supabase/sophia-index.ts","seed",4,1,0
"lib/supabase/types.ts","seed",32,0,0
"lib/telegram/sql-rate-limiter.ts","tree",4,3,0
"lib/telegram/telegram-auth-middleware.ts","tree",3,4,0
"lib/telegram/telegram-bot-account-handlers.ts","tree",0,3,0
"lib/telegram/telegram-bot-campaign-fsm-confirm.ts","tree",1,8,1
"lib/telegram/telegram-bot-campaign-fsm-helpers.ts","tree",2,3,0
"lib/telegram/telegram-bot-campaign-fsm.ts","tree",1,6,1
"lib/telegram/telegram-bot-campaign-handlers.test.ts","tree",0,1,0
"lib/telegram/telegram-bot-campaign-handlers.ts","tree",3,4,0
"lib/telegram/telegram-bot-instance.ts","tree",3,0,0
"lib/telegram/telegram-bot-offer-picker.ts","tree",1,2,0
"lib/telegram/telegram-bot.test.ts","tree",0,3,0
"lib/telegram/telegram-bot.ts","tree",0,0,0
"lib/telegram/telegram-client.ts","tree",5,1,0
"lib/telegram/telegram-command-handlers.ts","tree",3,3,0
"lib/telegram/telegram-fsm-state-manager.ts","tree",16,2,0
"lib/telegram/telegram-keyboard-builder.ts","tree",5,0,0
"lib/telegram/telegram-message-formatter.ts","tree",3,0,0
"lib/telegram/telegram-rate-limit-middleware.ts","tree",1,1,0
"lib/telegram/telegram-state-backup-service.ts","tree",2,2,0
"lib/telegram/user-mappings-service.ts","tree",0,2,0
"lib/telemetry/better-stack-client.ts","seed",4,1,0
"lib/telemetry/error-tracker.ts","seed",1,4,0
"lib/telemetry/langfuse-client.test.ts","seed",0,2,0
"lib/telemetry/langfuse-client.ts","seed",3,3,0
"lib/telemetry/llm-trace.test.ts","seed",0,4,2
"lib/telemetry/llm-trace.ts","seed",6,3,2
"lib/telemetry/log-buffer.test.ts","seed",0,2,0
"lib/telemetry/log-buffer.ts","seed",2,1,0
"lib/telemetry/logger.ts","seed",1,3,0
"lib/telemetry/metrics.ts","seed",1,0,0
"lib/telemetry/pii-scrubber.test.ts","seed",0,1,0
"lib/telemetry/pii-scrubber.ts","seed",4,0,0
"lib/telemetry/safe-log.test.ts","seed",0,1,0
"lib/telemetry/safe-log.ts","seed",5,1,0
"lib/templates/campaign-templates.ts","AMBIGUOUS",4,0,0
"lib/tiktok/tiktok-oauth-client.ts","forest",6,1,0
"lib/tiktok/tiktok-token-manager.ts","forest",1,1,0
"lib/usage-export/csv-formatter.ts","forest",1,1,0
"lib/usage-export/export-service-params.ts","forest",2,1,0
"lib/usage-export/export-service-query.ts","forest",1,6,0
"lib/usage-export/export-service.ts","forest",2,6,0
"lib/usage-export/index.ts","forest",0,0,0
"lib/usage-export/json-formatter.ts","forest",1,1,0
"lib/usage-export/request-schemas.ts","forest",1,0,0
"lib/usage-export/response-schemas.ts","forest",0,1,0
"lib/usage-export/schemas.ts","forest",0,0,0
"lib/usage-export/types.ts","forest",6,1,0
"lib/usage-metering/aggregator.test.ts","forest",0,1,0
"lib/usage-metering/aggregator.ts","forest",11,0,0
"lib/usage-metering/batch-buffer.ts","forest",0,5,0
"lib/usage-metering/constants.ts","forest",1,1,0
"lib/usage-metering/context.ts","forest",3,0,0
"lib/usage-metering/debug-logger.ts","forest",0,2,0
"lib/usage-metering/export.ts","forest",3,5,0
"lib/usage-metering/gateway-instrumentation-helpers.ts","forest",1,2,0
"lib/usage-metering/gateway-instrumentation.ts","forest",0,4,0
"lib/usage-metering/idempotency.ts","forest",3,1,0
"lib/usage-metering/index.ts","forest",6,0,0
"lib/usage-metering/kv-metering-log-sync-db-fetcher.ts","forest",0,4,0
"lib/usage-metering/kv-metering-log-sync-kv-operations.ts","forest",1,5,0
"lib/usage-metering/kv-metering-log-sync-types.ts","forest",5,0,0
"lib/usage-metering/kv-metering-log-sync.ts","forest",4,7,0
"lib/usage-metering/realtime-tracker-circuit-breaker.ts","forest",1,6,0
"lib/usage-metering/realtime-tracker-kv-ops.ts","forest",1,4,0
"lib/usage-metering/realtime-tracker-types.ts","forest",4,0,0
"lib/usage-metering/realtime-tracker.ts","forest",2,5,0
"lib/usage-metering/rollup-service.ts","forest",2,0,0
"lib/usage-metering/tracker-db-helpers.ts","forest",1,6,0
"lib/usage-metering/tracker.ts","forest",3,7,0
"lib/usage-metering/types.ts","forest",25,0,0
"lib/usage-metering/usage-csv-generator.ts","forest",0,1,0
"lib/usage-metering/usage-event-collector.ts","forest",1,1,0
"lib/usage-metering/usage-kv-sync.ts","forest",0,5,0
"lib/usage-metering/usage-metering-integration.test.ts","forest",0,3,0
"lib/usage-metering/usage-period-calculator.ts","forest",0,3,0
"lib/usage-metering/usage-rollup-engine.ts","forest",1,6,0
"lib/utils/currency.ts","seed",1,0,0
"lib/utils/logger-internals.ts","seed",1,1,1
"lib/utils/logger-utility.test.ts","seed",0,1,0
"lib/utils/logger-utility.ts","seed",450,1,0
"lib/utils/to-error.test.ts","seed",0,1,0
"lib/utils/to-error.ts","seed",215,0,0
"lib/validation/services-schemas.ts","seed",1,0,0
"lib/validation/services.test.ts","seed",0,1,0
"lib/validation/services.ts","seed",9,2,0
"lib/validators/auth.ts","seed",0,0,0
"lib/video/circuit-breaker.ts","forest",3,0,0
"lib/video/composer-ffmpeg.ts","forest",1,4,0
"lib/video/cost-guardrail.ts","forest",2,2,0
"lib/video/cost-ledger.ts","forest",12,2,0
"lib/video/ftc-disclosure-overlay.ts","forest",1,0,0
"lib/video/heygen-helpers.ts","forest",5,1,0
"lib/video/onboarding-video.ts","forest",3,3,0
"lib/video/one-time-welcome-script.ts","forest",1,1,0
"lib/video/path-a-template.ts","forest",1,4,0
"lib/video/path-b-cinematic.ts","forest",1,4,0
"lib/video/r2-binding.ts","forest",20,0,0
"lib/video/r2-multipart-upload.ts","forest",2,1,0
"lib/video/subtitle-generator.ts","forest",2,2,0
"lib/video/tts-client.ts","forest",2,1,0
"lib/video/video-access-control.ts","forest",2,3,0
"lib/video/video-job-fsm.ts","forest",17,0,0
"lib/video/video-job-pipeline.ts","forest",2,4,0
"lib/video/video-storage-service.ts","forest",3,2,0
"lib/video/visual-prompt-generator.ts","forest",2,0,0
"lib/video/visual-router.ts","forest",1,0,0
"lib/wallet/payout-processor.test.ts","land",0,2,0
"lib/wallet/payout-processor.ts","land",3,3,0
"lib/wallet/payout-telegram-notify.ts","land",2,1,0
"lib/wallet/payout-validators.test.ts","land",0,1,0
"lib/wallet/payout-validators.ts","land",6,0,0
"lib/wallet/wallet-rebuilder.test.ts","land",0,1,0
"lib/wallet/wallet-rebuilder.ts","land",5,1,0
"lib/webhooks/heygen-signature-verifier.ts","seed",2,0,0
"lib/webhooks/heygen-webhook-secret-resolver.ts","seed",1,3,1
"lib/workflows/compute-next.test.ts","AMBIGUOUS",0,2,0
"lib/workflows/compute-next.ts","AMBIGUOUS",2,1,0
"lib/workflows/supervisor-steps.ts","AMBIGUOUS",1,0,0
"lib/workflows/workflow-labels.ts","AMBIGUOUS",6,0,0
"lib/youtube/youtube-oauth-client.ts","forest",6,1,0
"sdk/examples/create-video.ts","seed",0,1,0
"sdk/examples/get-status.ts","seed",0,1,0
"sdk/examples/run-campaign.ts","seed",0,1,0
"worker/lib/auth-middleware.ts","seed",0,0,0
"worker/lib/enrichment-log-queue.ts","seed",1,2,0
"worker/lib/enrichment-logger-types.ts","seed",2,0,0
"worker/lib/enrichment-logger.ts","seed",0,2,0
"worker/lib/kv-discrepancy-detector.ts","seed",1,3,2
"worker/lib/kv-license-cache.ts","seed",0,1,0
"worker/lib/metering-reconciler-aggregator.ts","seed",1,2,1
"worker/lib/metering-reconciler-error-logger.ts","seed",2,2,0
"worker/lib/metering-reconciler-license-validator.ts","seed",1,5,1
"worker/lib/metering-reconciler-runner.ts","seed",1,9,1
"worker/lib/metering-reconciler-steps.ts","seed",1,7,2
"worker/lib/metering-reconciler-types.ts","seed",3,1,1
"worker/lib/overage-calculator.ts","forest",3,0,0
"worker/lib/quota-counter.ts","forest",2,0,0
"worker/lib/quota-response.ts","forest",1,1,0
"worker/lib/r2-report-read-ops.ts","seed",0,3,1
"worker/lib/r2-report-storage.ts","seed",1,3,1
"worker/lib/realtime-alert-dispatcher-event-handler.ts","seed",1,4,0
"worker/lib/realtime-alert-dispatcher-kv.ts","seed",1,2,0
"worker/lib/realtime-alert-dispatcher.ts","seed",2,3,0
"worker/lib/reconciliation-alert-emitter.ts","seed",1,3,1
"worker/lib/usage-emitter.ts","seed",2,1,1
"worker/middleware/feature-entitlement-logic.ts","seed",1,1,0
"worker/middleware/feature-entitlement-maps.ts","seed",1,0,0
"worker/middleware/feature-entitlement-metadata.ts","seed",0,0,0
"worker/middleware/feature-entitlement.ts","seed",1,0,0
"worker/middleware/index.ts","seed",0,0,0
"worker/middleware/raas-auth-middleware-kv.ts","seed",1,2,0
"worker/middleware/raas-auth-middleware-types.ts","seed",3,0,0
"worker/middleware/raas-auth-middleware-validators.ts","seed",1,5,0
"worker/middleware/raas-auth-middleware.ts","seed",1,2,0
"app/[locale]/affiliate-discovery/error.tsx","forest",0,1,0
"app/[locale]/affiliate-discovery/page.tsx","forest",0,2,0
"app/[locale]/blog/page.tsx","forest",0,0,0
"app/[locale]/dashboard/error.tsx","forest",0,1,0
"app/[locale]/dashboard/layout.tsx","forest",0,8,0
"app/[locale]/dashboard/loading.tsx","forest",0,1,0
"app/[locale]/dashboard/page.tsx","forest",0,12,0
"app/[locale]/guide/layout.tsx","forest",0,1,0
"app/[locale]/guide/page.tsx","forest",0,2,0
"app/[locale]/login/page.tsx","land",0,2,0
"app/[locale]/onboarding/onboarding-stepper.tsx","forest",1,3,0
"app/[locale]/onboarding/page.tsx","forest",0,3,0
"app/[locale]/payment-success/page.tsx","land",0,2,0
"app/[locale]/pricing/page.tsx","land",0,9,0
"app/[locale]/privacy/page.tsx","land",0,0,0
"app/[locale]/redeem/page.tsx","forest",0,1,0
"app/[locale]/redeem/redeem-page-client.tsx","forest",1,0,0
"app/[locale]/status/incident-card.tsx","land",1,1,0
"app/[locale]/status/page.tsx","land",0,5,0
"app/[locale]/status/uptime-grid.tsx","land",1,1,0
"app/[locale]/terms/page.tsx","land",0,0,0
"app/api/account/route.ts","forest",1,3,0
"app/api/affiliate-discovery/route.test.ts","forest",0,1,0
"app/api/affiliate-discovery/route.ts","forest",2,2,0
"app/api/audit/route.ts","forest",0,5,0
"app/api/auth/route.ts","seed",0,0,0
"app/api/branding/route.ts","forest",0,5,0
"app/api/check-access/route.test.ts","forest",0,5,0
"app/api/check-access/route.ts","forest",1,5,0
"app/api/checkout/route.test.ts","land",0,3,0
"app/api/checkout/route.ts","land",1,10,0
"app/api/health/route.ts","seed",0,5,1
"app/api/heygen/api-routes.test.ts","forest",0,8,0
"app/api/inngest/route.ts","forest",0,2,0
"app/api/metrics/route.ts","forest",0,1,0
"app/api/orders/route.ts","forest",0,3,1
"app/api/payos/route.ts","land",0,5,0
"app/api/status.json/route.ts","forest",0,2,1
"app/api/version/route.ts","forest",0,0,0
"app/api/videos/route.test.ts","forest",0,3,0
"app/api/videos/route.ts","forest",1,2,0
"app/api/violations/route.test.ts","forest",0,7,0
"app/api/violations/route.ts","forest",1,5,0
"app/api/violations/violations-auth.ts","forest",1,6,0
"app/api/voices/route.ts","forest",1,5,0
"app/auth/callback/route.ts","seed",0,0,0
"app/components/admin/admin-sidebar.tsx","seed",1,1,0
"app/components/affiliate/filter-sidebar.tsx","seed",0,3,0
"app/components/affiliate/program-card.tsx","seed",1,5,0
"app/components/affiliate/program-grid.tsx","seed",0,3,0
"app/components/layout/footer.tsx","seed",0,1,0
"app/components/layout/navbar.tsx","seed",1,3,0
"app/components/layout/sticky-mobile-cta.tsx","seed",1,0,0
"app/components/sections/affiliate-discovery.tsx","seed",0,6,1
"app/components/sections/cta-section.tsx","seed",0,2,0
"app/components/sections/faq.tsx","seed",0,4,0
"app/components/sections/features.tsx","seed",0,1,0
"app/components/sections/hero.tsx","seed",1,2,0
"app/components/sections/production-cost-calculator-parts.tsx","seed",1,0,0
"app/components/sections/production-cost-calculator.tsx","seed",1,7,1
"app/components/sections/raas-demo-terminal.tsx","seed",0,3,0
"app/components/sections/raas-showcase.tsx","seed",0,4,0
"app/components/sections/roi-calculator.tsx","seed",0,3,0
"app/components/sections/social-proof.tsx","seed",0,1,0
"app/components/sections/workflow.tsx","seed",0,4,0
"app/components/ui/terminal-preview.tsx","seed",1,0,0
"app/setup-wizard/components/api-key-input.tsx","tree",2,1,0
"app/setup-wizard/components/wizard-stepper.tsx","tree",2,0,0
"components/admin/licenses/audit-log-table.test.ts","seed",0,0,0
"components/admin/licenses/audit-log-table.tsx","seed",1,6,0
"components/admin/licenses/license-extend-dialog.tsx","seed",1,5,0
"components/admin/licenses/license-generator-form-fields.tsx","seed",2,4,0
"components/admin/licenses/license-generator-result-display.tsx","seed",1,6,1
"components/admin/licenses/license-generator.tsx","seed",1,5,1
"components/admin/licenses/license-list-filter-bar.tsx","seed",1,3,0
"components/admin/licenses/license-list-pagination.tsx","seed",1,1,0
"components/admin/licenses/license-list-table-row.tsx","seed",1,4,0
"components/admin/licenses/license-list.tsx","seed",1,9,0
"components/admin/licenses/license-regenerate-dialog.tsx","seed",1,8,1
"components/admin/licenses/license-revoke-dialog.tsx","seed",1,5,0
"components/admin/licenses/use-license-list-actions.ts","seed",1,4,1
"components/admin/licenses/use-license-regenerate.ts","seed",1,1,1
"components/dashboard/__tests__/health-indicator.test.tsx","seed",0,1,0
"components/dashboard/mission-control/primary-cta.tsx","seed",1,0,0
"components/dashboard/mission-control/recent-activity-sparkline.tsx","seed",1,0,0
"components/dashboard/mission-control/tier-badge.tsx","seed",1,1,0
"components/dashboard/mission-control/use-mission-control-data.ts","seed",1,1,0
"components/settings/sections/api-keys-section.tsx","seed",1,5,0
"components/settings/sections/appearance-section.tsx","seed",1,3,0
"components/settings/sections/notifications-section.tsx","seed",1,5,0
"components/settings/sections/profile-section.tsx","seed",1,4,0
"lib/affiliates/providers/accesstrade.ts","land",4,1,0
"lib/affiliates/providers/amazon.ts","land",4,1,0
"lib/affiliates/providers/awin.ts","land",4,1,0
"lib/affiliates/providers/clickbank.ts","land",4,1,0
"lib/affiliates/providers/providers.test.ts","land",0,6,0
"lib/affiliates/providers/tiktok-shop.ts","land",4,1,0
"lib/alerts/quota/alert-channel-senders.ts","AMBIGUOUS",1,5,0
"lib/alerts/quota/alert-delivery-service.ts","AMBIGUOUS",1,5,0
"lib/alerts/quota/alert-email-templates.ts","AMBIGUOUS",1,2,0
"lib/alerts/quota/alert-rule-evaluator.ts","AMBIGUOUS",5,5,0
"lib/alerts/quota/alert-schedule-manager.ts","AMBIGUOUS",0,5,0
"lib/alerts/quota/index.ts","AMBIGUOUS",0,0,0
"lib/analytics/queries/campaign-queries.ts","forest",0,6,0
"lib/analytics/queries/index.ts","forest",0,0,0
"lib/analytics/queries/revenue-nowpayments.ts","forest",3,6,0
"lib/analytics/queries/revenue-queries.ts","forest",0,3,0
"lib/analytics/queries/usage-queries.ts","forest",0,3,0
"lib/analytics/queries/violation-queries.ts","forest",0,5,0
"lib/audit/checks/cron-health.ts","tree",1,1,0
"lib/audit/checks/customer-journey.ts","tree",1,1,0
"lib/audit/checks/data-integrity.ts","tree",1,1,0
"lib/audit/checks/endpoint-contract.ts","tree",1,1,0
"lib/audit/checks/i18n-coverage.ts","tree",1,1,0
"lib/audit/checks/landing-claim-coverage.ts","tree",1,1,0
"lib/audit/checks/performance.ts","tree",1,1,0
"lib/audit/checks/provider-connectivity.ts","tree",1,1,0
"lib/audit/checks/security-audit.ts","tree",1,1,0
"lib/audit/checks/test-coverage.ts","tree",1,1,0
"lib/audit/logger/audit-event-builder.ts","tree",5,3,0
"lib/audit/logger/audit-query.ts","tree",2,7,0
"lib/audit/logger/audit-writer-extended.ts","tree",0,8,0
"lib/audit/logger/audit-writer.ts","tree",1,8,0
"lib/audit/logger/index.ts","tree",0,0,0
"lib/auth/__tests__/sign-cookie-value.test.ts","seed",0,1,0
"lib/auth/mfa/login-challenge.test.ts","seed",0,1,0
"lib/auth/mfa/login-challenge.ts","seed",4,1,0
"lib/auth/mfa/totp-service.test.ts","seed",0,1,0
"lib/auth/mfa/totp-service.ts","seed",5,0,0
"lib/billing/__tests__/nowpayments-ipn-atomic-upgrade.test.ts","land",0,1,0
"lib/billing/__tests__/nowpayments-ipn-dispatch.test.ts","land",0,5,0
"lib/billing/__tests__/nowpayments-ipn-idempotency.test.ts","land",0,1,0
"lib/billing/__tests__/nowpayments-ipn-one-time.test.ts","land",0,8,0
"lib/billing/__tests__/onboarding-ipn-trigger.test.ts","land",0,1,0
"lib/billing/__tests__/phase6-integration.test.ts","land",0,0,0
"lib/billing/__tests__/tier-transition-matrix.test.ts","land",0,2,0
"lib/billing/dunning/dunning-actions.ts","land",1,5,0
"lib/billing/dunning/dunning-admin-operations.ts","land",0,6,0
"lib/billing/dunning/dunning-attempt-recorder.ts","land",1,3,0
"lib/billing/dunning/dunning-state-machine.ts","land",4,4,0
"lib/billing/dunning/dunning-transition-logic.ts","land",1,1,0
"lib/billing/dunning/index.ts","land",1,0,0
"lib/billing/email/email-delivery-service.ts","land",0,5,0
"lib/billing/email/email-template-builder.ts","land",1,3,0
"lib/billing/email/email-template-html-content.ts","land",1,1,0
"lib/billing/email/email-template-html-layout.ts","land",1,1,0
"lib/billing/email/email-tracking-service.ts","land",1,2,0
"lib/billing/email/index.ts","land",0,0,0
"lib/billing/email/receipt-email-sender.ts","land",1,4,0
"lib/billing/email/receipt-email-template.ts","land",3,0,0
"lib/billing/email/send-bundle-generating-email.ts","land",2,4,0
"lib/billing/email/send-bundle-outage-apology-email.ts","land",1,4,0
"lib/billing/email/send-bundle-render-failed-email.ts","land",4,4,0
"lib/billing/email/send-one-time-bundle-ready-email.ts","land",3,4,0
"lib/billing/email/send-refund-emails.ts","land",3,3,0
"lib/billing/email/types.ts","land",5,0,0
"lib/branding/__tests__/org-branding-repo.test.ts","AMBIGUOUS",0,1,0
